"age","workclass","fnlwgt","education","educational.num","marital.status","occupation","relationship","race","gender","hours.per.week","native.country","income"
0.793103448275862,3,0.326352892390628,11,0.461538461538462,3,3,1,5,2,0.368421052631579,39,1
0.293103448275862,2,0.909108636197585,9,0.769230769230769,3,4,1,5,2,0.894736842105263,39,2
0.431034482758621,4,0.387409535657514,11,0.461538461538462,3,4,1,5,2,0.894736842105263,39,2
0.275862068965517,3,0.63173484197743,11,0.461538461538462,3,6,1,5,2,0.368421052631579,39,1
0.224137931034483,3,0.215648233168449,9,0.769230769230769,5,4,2,5,1,0.894736842105263,39,1
0.379310344827586,3,0.258335554831512,14,0.538461538461538,1,12,2,5,2,0.368421052631579,39,1
0.155172413793103,3,0.0430452297029116,12,0.846153846153846,5,4,2,5,1,0.368421052631579,39,1
0.275862068965517,3,0.660562483338764,11,0.461538461538462,5,7,4,5,1,0.368421052631579,39,1
0.517241379310345,2,0.390090143459416,11,0.461538461538462,1,1,2,5,1,0.368421052631579,39,1
0.5,3,0.386464164766052,11,0.461538461538462,6,14,2,5,2,0.368421052631579,39,1
0.448275862068966,3,0.219279148524432,11,0.461538461538462,3,12,1,5,2,0.789473684210526,39,1
0.655172413793103,3,0.765473968978012,14,0.538461538461538,3,4,1,5,2,0.631578947368421,39,2
0.5,3,0.399506827404402,8,0.615384615384615,3,13,1,5,2,0.368421052631579,39,1
0.224137931034483,3,0.532831274745021,11,0.461538461538462,3,7,1,5,2,0.368421052631579,26,1
0.0689655172413793,3,0.926061135629869,14,0.538461538461538,6,6,2,5,1,0.368421052631579,39,1
0.5,3,0.630078591668888,14,0.538461538461538,3,3,1,4,2,0.368421052631579,6,1
0.413793103448276,3,0.151168014375562,11,0.461538461538462,3,7,1,5,2,0.894736842105263,39,1
0.568965517241379,3,0.73731030873888,11,0.461538461538462,3,14,1,5,2,0.368421052631579,39,1
0.0517241379310345,3,0.143869158693957,14,0.538461538461538,5,1,2,5,1,0.368421052631579,39,1
0.482758620689655,4,0.131394212256746,14,0.538461538461538,3,7,1,5,2,0.894736842105263,39,1
0.103448275862069,3,0.493579870264506,9,0.769230769230769,5,4,2,5,2,0.368421052631579,39,1
0.120689655172414,3,0.171233079588875,14,0.538461538461538,6,8,2,5,2,0.368421052631579,39,1
0.241379310344828,5,0.246791169297908,14,0.538461538461538,3,3,1,5,2,0.894736842105263,39,1
0.448275862068966,3,0.386819604474591,11,0.461538461538462,6,7,2,5,1,0.578947368421053,39,1
0.120689655172414,1,0.530580156590938,14,0.538461538461538,5,2,2,5,2,0.368421052631579,39,1
0.724137931034483,1,0.210338852522141,9,0.769230769230769,1,1,2,5,2,0.368421052631579,39,1
0.293103448275862,3,0.45659686225724,12,0.846153846153846,5,8,2,1,2,0.368421052631579,39,1
0.137931034482759,3,0.546609500113543,9,0.769230769230769,5,4,4,5,1,0.368421052631579,39,1
0.551724137931034,3,0.372984607485955,1,0.230769230769231,3,5,1,5,2,0.368421052631579,39,1
0.724137931034483,3,0.637614407156186,11,0.461538461538462,3,14,1,5,2,0.368421052631579,39,2
0.0517241379310345,3,0.384886901059408,11,0.461538461538462,5,1,2,5,1,0.368421052631579,39,1
0.275862068965517,3,0.465087921961237,14,0.538461538461538,5,1,5,3,1,0.105263157894737,39,1
0.0862068965517241,3,0.489944018245905,14,0.538461538461538,5,14,4,3,2,0.31578947368421,39,1
0.706896551724138,5,0.710383282485708,6,0.153846153846154,7,8,2,5,1,0.368421052631579,39,1
0.327586206896552,3,0.153177236061333,1,0.230769230769231,6,7,2,5,1,0.368421052631579,39,1
0.413793103448276,2,0.463431671652696,11,0.461538461538462,3,11,1,5,2,0.368421052631579,39,1
0.189655172413793,3,0.346719094023676,11,0.461538461538462,5,14,4,5,2,0.368421052631579,39,1
0.0172413793103448,3,0.407894217193409,11,0.461538461538462,5,7,4,5,1,0.789473684210526,39,1
0.189655172413793,3,0.335335150025177,14,0.538461538461538,3,3,1,5,2,0.368421052631579,39,1
0.206896551724138,3,0.798497773565159,8,0.615384615384615,3,4,1,5,2,0.368421052631579,39,2
0.396551724137931,3,0.221587038298629,14,0.538461538461538,3,6,1,5,2,0.368421052631579,39,1
0.155172413793103,3,0.476269462792374,11,0.461538461538462,5,6,5,5,2,0.368421052631579,39,1
0.5,3,0.204881371997275,11,0.461538461538462,3,3,1,5,2,0.368421052631579,39,1
0.46551724137931,3,0.410360080171401,11,0.461538461538462,4,1,5,5,1,0.368421052631579,39,1
0.448275862068966,3,0.409982425481078,9,0.769230769230769,1,12,5,5,1,0.368421052631579,39,2
0.413793103448276,3,0.239336808743817,14,0.538461538461538,1,13,2,5,1,0.368421052631579,39,1
0.413793103448276,3,0.412830879812012,11,0.461538461538462,1,6,5,5,1,0.368421052631579,39,1
0.53448275862069,1,0.0720826792255364,10,1,3,10,6,5,1,0.368421052631579,39,2
0.189655172413793,3,0.29877669500311,11,0.461538461538462,5,10,4,5,2,0.368421052631579,39,1
0.413793103448276,3,0.556675355192875,12,0.846153846153846,3,10,1,5,2,0.894736842105263,39,2
0.120689655172414,3,0.577779587887405,11,0.461538461538462,5,3,5,3,1,0.368421052631579,39,1
0.431034482758621,4,0.214804063860668,10,1,3,10,1,5,2,0.421052631578947,39,2
0.689655172413793,3,0.569466248037677,11,0.461538461538462,3,3,1,3,2,0.789473684210526,39,1
0.224137931034483,3,0.318789925258928,7,0.692307692307692,5,10,2,5,1,0.368421052631579,39,1
0.551724137931034,3,0.3884141465004,5,0.0769230769230769,3,7,1,3,2,0.368421052631579,39,1
0.275862068965517,3,0.324913855237305,11,0.461538461538462,3,7,6,5,1,0.105263157894737,39,1
0.103448275862069,3,0.722085641223107,1,0.230769230769231,3,5,1,5,2,0.368421052631579,39,1
0.5,3,0.172914013210509,12,0.846153846153846,3,10,1,5,2,0.368421052631579,39,1
0.448275862068966,4,0.495478017041359,11,0.461538461538462,3,4,1,5,2,0.631578947368421,39,2
0.275862068965517,3,0.404702664810482,11,0.461538461538462,3,12,1,5,2,0.368421052631579,39,2
0.655172413793103,3,0.273989711995103,9,0.769230769230769,3,4,1,5,2,0.894736842105263,39,2
0.0862068965517241,3,0.744712834335476,2,0.307692307692308,5,3,5,5,2,0.368421052631579,39,1
0.396551724137931,6,0.133549065489766,9,0.769230769230769,3,1,1,5,2,0.631578947368421,39,2
0.137931034482759,3,0.277294807618258,14,0.538461538461538,5,1,4,5,1,0.368421052631579,39,1
0.155172413793103,2,0.21843497921665,11,0.461538461538462,5,3,2,5,2,0.368421052631579,39,1
0.431034482758621,3,0.246741802671722,14,0.538461538461538,5,6,5,3,1,0.368421052631579,39,1
0.362068965517241,4,0.196123732511873,9,0.769230769230769,1,4,2,5,2,0.368421052631579,39,1
0.258620689655172,3,0.303979937403118,11,0.461538461538462,3,12,1,5,2,0.368421052631579,39,1
0.0862068965517241,3,0.925910567420001,11,0.461538461538462,3,3,1,5,2,0.631578947368421,39,1
0.206896551724138,3,0.317131206619077,9,0.769230769230769,5,12,4,5,2,0.368421052631579,39,1
0.5,6,0.106315966154241,12,0.846153846153846,3,4,1,5,2,0.631578947368421,39,2
0.241379310344828,3,0.35229011778877,14,0.538461538461538,3,4,1,5,2,0.368421052631579,39,2
0.431034482758621,3,0.437242676461005,11,0.461538461538462,3,3,1,5,2,0.631578947368421,39,1
0.706896551724138,2,0.304789550072569,11,0.461538461538462,1,4,2,5,2,0,39,1
0.637931034482759,3,0.548927263212977,11,0.461538461538462,3,10,1,5,2,0.368421052631579,39,2
0.293103448275862,3,0.434401627123999,12,0.846153846153846,5,10,2,5,2,0.368421052631579,39,1
0.155172413793103,3,0.55810945568358,9,0.769230769230769,5,1,2,5,1,0.368421052631579,39,1
0.53448275862069,2,0.131956991795267,12,0.846153846153846,6,1,5,3,1,0.368421052631579,39,1
0.327586206896552,3,0.549504852739354,14,0.538461538461538,3,4,1,5,2,0.631578947368421,39,2
0.120689655172414,3,0.769692347185609,8,0.615384615384615,3,7,1,5,2,0.631578947368421,39,1
0.396551724137931,3,0.171899529042386,14,0.538461538461538,3,7,1,5,2,0.210526315789474,39,1
0.275862068965517,4,0.346696879041893,11,0.461538461538462,3,12,1,5,2,0.894736842105263,39,2
0.344827586206897,3,0.57818439422213,14,0.538461538461538,3,7,1,5,2,0.368421052631579,39,2
0.293103448275862,3,0.456256232536556,12,0.846153846153846,5,4,4,5,2,0.368421052631579,39,1
0.672413793103448,4,0.759653643750679,14,0.538461538461538,3,4,1,5,2,0.368421052631579,39,2
0.46551724137931,3,0.668628990057561,11,0.461538461538462,1,12,5,3,1,0.368421052631579,39,1
0.637931034482759,3,0.113718491750837,11,0.461538461538462,1,6,2,5,2,0.631578947368421,39,1
0.103448275862069,3,0.0962254277618159,11,0.461538461538462,5,7,2,5,2,0.894736842105263,39,1
0.0862068965517241,3,0.45786805288153,11,0.461538461538462,5,8,2,5,1,0.631578947368421,39,1
0.275862068965517,3,0.450756790379432,9,0.769230769230769,3,4,1,5,2,0.368421052631579,39,2
0.379310344827586,3,0.368857557536803,9,0.769230769230769,6,10,2,5,2,0.894736842105263,39,2
0.517241379310345,3,0.980613725896745,14,0.538461538461538,1,1,2,3,1,0.210526315789474,39,1
0.241379310344828,3,0.106619570905285,14,0.538461538461538,1,4,5,5,1,0.368421052631579,39,1
0.46551724137931,3,0.704530868951354,14,0.538461538461538,5,14,2,5,2,0.631578947368421,39,1
0.431034482758621,4,0.559963172496865,13,0.923076923076923,3,10,6,5,1,0.894736842105263,39,2
0.0344827586206897,3,0.843043748704126,11,0.461538461538462,5,7,2,5,1,0.368421052631579,39,1
0.172413793103448,3,0.292492323489628,11,0.461538461538462,3,6,1,5,2,0.368421052631579,39,2
0.586206896551724,2,0.397628427278023,14,0.538461538461538,3,11,1,5,2,0.368421052631579,39,2
0.189655172413793,4,0.317610062893082,9,0.769230769230769,3,4,1,5,2,0.894736842105263,39,1
0.689655172413793,3,0.0319574854615286,9,0.769230769230769,1,3,2,5,2,0.631578947368421,39,1
0.482758620689655,2,0.424106217232902,9,0.769230769230769,1,10,5,5,1,0.368421052631579,39,1
0.568965517241379,3,0.398043106937986,8,0.615384615384615,3,10,1,5,2,0.368421052631579,39,2
0.482758620689655,3,0.981171568772647,5,0.0769230769230769,3,3,1,3,2,0.368421052631579,39,1
0.293103448275862,3,0.847565731662767,9,0.769230769230769,3,10,6,5,1,0.894736842105263,39,2
0.137931034482759,3,0.0378567972907596,14,0.538461538461538,5,8,4,5,1,0.894736842105263,39,1
0.362068965517241,1,0.492444437862228,8,0.615384615384615,1,3,5,5,1,0.368421052631579,39,1
0.379310344827586,3,0.0214596724030686,9,0.769230769230769,3,14,1,5,2,0.368421052631579,39,1
0.551724137931034,3,0.0580971140270332,11,0.461538461538462,3,7,1,5,2,0.368421052631579,39,1
0.241379310344828,3,0.511304957396602,8,0.615384615384615,6,3,2,5,2,0.368421052631579,39,1
0.103448275862069,3,0.0703030123515299,9,0.769230769230769,5,4,2,5,1,0.631578947368421,39,1
0.293103448275862,3,0.366653337677596,9,0.769230769230769,3,1,1,2,2,0.368421052631579,30,1
0.137931034482759,3,0.157797952272346,11,0.461538461538462,5,7,2,2,1,0.368421052631579,30,1
0.379310344827586,3,0.664430358500439,11,0.461538461538462,5,3,5,5,2,0.368421052631579,39,1
0.603448275862069,4,0.734303881204151,11,0.461538461538462,3,12,1,5,2,0.368421052631579,39,2
0.793103448275862,2,0.127637412003989,6,0.153846153846154,3,14,1,5,2,0.368421052631579,39,2
0.413793103448276,3,0.650373211693966,14,0.538461538461538,3,3,1,5,2,0.368421052631579,39,1
0.5,3,0.736350127859562,9,0.769230769230769,3,10,1,5,2,0.263157894736842,39,2
0.620689655172414,2,0.384936267685594,11,0.461538461538462,3,4,1,5,2,0.368421052631579,39,1
0.0172413793103448,3,0.205118331802968,3,0.384615384615385,5,9,4,5,2,0.368421052631579,39,1
0.362068965517241,3,0.55333570293139,13,0.923076923076923,3,10,1,5,2,0.894736842105263,39,1
0.655172413793103,3,0.261598688822408,12,0.846153846153846,5,4,5,2,1,0.894736842105263,37,1
0.293103448275862,3,0.550664968454726,11,0.461538461538462,3,13,1,5,2,0.368421052631579,39,2
0.603448275862069,3,0.342120592794447,14,0.538461538461538,3,13,1,5,2,0.368421052631579,39,1
0.155172413793103,3,0.861072440587265,14,0.538461538461538,5,12,2,5,1,0.368421052631579,39,1
0.241379310344828,3,0.221325395179843,11,0.461538461538462,3,14,1,5,2,0.368421052631579,39,1
0.137931034482759,2,0.660631596615424,11,0.461538461538462,5,8,4,5,1,0.105263157894737,39,1
0.310344827586207,3,0.319935230986444,11,0.461538461538462,3,6,1,5,2,0.368421052631579,39,1
0.189655172413793,3,0.230591510914961,11,0.461538461538462,3,12,4,5,1,0.368421052631579,39,1
0.46551724137931,6,0.308208188935952,11,0.461538461538462,3,7,1,5,2,0.368421052631579,39,1
0.310344827586207,3,0.468854595539232,8,0.615384615384615,5,3,2,5,2,0.894736842105263,39,1
0.120689655172414,3,0.740960970745337,9,0.769230769230769,3,10,1,5,2,0.368421052631579,39,2
0.189655172413793,3,0.44454400047392,9,0.769230769230769,5,13,4,5,2,0.894736842105263,39,1
0.0689655172413793,3,0.585414136627075,14,0.538461538461538,5,7,3,5,2,0.105263157894737,39,1
0.775862068965517,1,0.108261011225971,14,0.538461538461538,1,13,2,3,2,0.368421052631579,39,1
0.379310344827586,3,0.661510322561536,11,0.461538461538462,5,8,2,3,1,0.368421052631579,39,1
0.224137931034483,6,0.609709921704531,11,0.461538461538462,5,8,2,5,2,0.368421052631579,39,1
0.568965517241379,3,0.237374485352922,14,0.538461538461538,3,4,6,5,1,0.894736842105263,39,1
0.189655172413793,2,0.298966756513926,12,0.846153846153846,5,10,2,5,2,0.368421052631579,39,1
0.206896551724138,3,0.213569898206017,14,0.538461538461538,5,10,2,5,1,0.368421052631579,39,1
0.155172413793103,3,0.29227511033441,9,0.769230769230769,5,1,4,5,1,0.368421052631579,39,1
0.172413793103448,3,0.253258197328278,12,0.846153846153846,5,4,2,5,1,0.368421052631579,39,1
0.206896551724138,3,0.596454982573581,14,0.538461538461538,3,6,1,5,2,0.368421052631579,39,2
0.706896551724138,3,0.127257288982356,1,0.230769230769231,3,14,1,5,2,0.368421052631579,39,2
0.810344827586207,3,0.259606745455802,14,0.538461538461538,3,4,6,5,1,0.368421052631579,39,2
0.5,6,0.334626738939407,12,0.846153846153846,5,4,2,5,2,0.263157894736842,39,1
0.0344827586206897,3,0.228108369617804,11,0.461538461538462,5,8,4,1,1,0.105263157894737,39,1
0.431034482758621,3,0.52481413465241,11,0.461538461538462,1,8,2,3,2,1,39,1
0.706896551724138,4,0.469604968257259,9,0.769230769230769,3,3,1,5,2,0.894736842105263,39,2
0.310344827586207,1,0.987729925061461,11,0.461538461538462,3,3,1,5,2,0.368421052631579,39,2
0.258620689655172,3,0.395999328613884,11,0.461538461538462,3,6,1,5,2,0.263157894736842,39,2
0.241379310344828,3,0.562848651797439,14,0.538461538461538,1,13,5,5,1,0.368421052631579,39,1
0.413793103448276,3,0.388675789619186,14,0.538461538461538,5,7,2,5,1,0.789473684210526,39,1
0.0862068965517241,3,0.406492205009725,11,0.461538461538462,5,7,4,3,2,0.368421052631579,39,1
0.5,3,0.355656921694658,14,0.538461538461538,3,11,1,5,2,0.368421052631579,39,2
0.224137931034483,3,0.697779982820414,11,0.461538461538462,5,4,2,3,2,0.368421052631579,39,1
0.793103448275862,3,0.494411697915741,1,0.230769230769231,3,6,1,5,2,0.368421052631579,39,1
0.155172413793103,3,0.391605698883327,14,0.538461538461538,3,12,1,5,2,0.368421052631579,39,1
0.431034482758621,3,0.448542697194988,1,0.230769230769231,1,1,5,5,1,0.368421052631579,39,1
0.103448275862069,3,0.748082106572673,14,0.538461538461538,3,8,1,5,2,0.368421052631579,39,1
0.137931034482759,3,0.549198779657001,11,0.461538461538462,5,7,5,5,2,0.368421052631579,39,1
0.103448275862069,3,0.752135106582546,11,0.461538461538462,5,12,4,5,2,0.368421052631579,39,1
0.224137931034483,3,0.553935507439551,11,0.461538461538462,3,7,3,5,2,0.789473684210526,39,1
0.379310344827586,3,0.780513511645587,14,0.538461538461538,3,3,1,5,2,0.368421052631579,39,2
0.224137931034483,3,0.383825518596408,2,0.307692307692308,5,6,3,5,2,0.263157894736842,33,1
0.362068965517241,2,0.0517732492126023,14,0.538461538461538,1,1,5,5,1,0.263157894736842,39,1
0.155172413793103,3,0.208191404283048,11,0.461538461538462,1,4,4,5,1,0.368421052631579,39,1
0.275862068965517,3,0.329919631132569,11,0.461538461538462,3,1,4,5,1,0.368421052631579,39,1
0.120689655172414,3,0.519507222337411,9,0.769230769230769,5,1,4,5,2,0.368421052631579,39,1
0.672413793103448,2,0.0612244897959184,7,0.692307692307692,3,13,1,5,2,0.631578947368421,39,2
0.0862068965517241,3,0.452768480396513,14,0.538461538461538,5,6,4,5,2,0.368421052631579,39,1
0.46551724137931,3,0.421487317713733,9,0.769230769230769,1,4,5,5,1,0.631578947368421,39,2
0.293103448275862,3,0.324491770583415,11,0.461538461538462,3,1,6,5,1,0.105263157894737,39,1
0.586206896551724,3,0.0730255817856896,14,0.538461538461538,1,3,2,5,2,0.473684210526316,39,2
0.344827586206897,3,0.209825439609806,9,0.769230769230769,3,4,1,5,2,0.368421052631579,39,2
0.879310344827586,3,0.601749553232033,11,0.461538461538462,3,7,1,3,2,0.368421052631579,39,2
0.0862068965517241,3,0.218420169228795,14,0.538461538461538,1,11,2,5,2,0.368421052631579,39,1
0.672413793103448,4,0.386338279869277,9,0.769230769230769,3,4,1,5,2,0.368421052631579,39,1
0.344827586206897,3,0.566827601868033,11,0.461538461538462,3,3,1,5,2,0.368421052631579,39,1
0.155172413793103,3,0.578300405793667,11,0.461538461538462,6,6,4,5,2,0.368421052631579,33,1
0.275862068965517,3,0.201813236179813,12,0.846153846153846,3,10,1,5,2,0.894736842105263,39,1
0.482758620689655,2,0.0993972334942685,12,0.846153846153846,1,10,5,5,1,0.473684210526316,39,1
0.689655172413793,3,0.158592754953941,11,0.461538461538462,3,3,1,5,2,0.368421052631579,39,2
0.413793103448276,3,0.581254998370901,11,0.461538461538462,1,1,5,5,1,0.473684210526316,39,1
0.293103448275862,3,0.181296466336898,12,0.846153846153846,3,4,1,5,2,0.894736842105263,39,2
0.0344827586206897,3,0.717124295291411,11,0.461538461538462,5,12,5,5,1,0.368421052631579,39,1
0.672413793103448,3,0.454434604030291,1,0.230769230769231,7,8,5,5,1,0.368421052631579,39,1
0.53448275862069,3,0.591972492915889,9,0.769230769230769,1,4,5,5,1,0.789473684210526,39,1
0.206896551724138,3,0.0629128284114807,11,0.461538461538462,3,14,1,5,2,0.368421052631579,39,2
0.275862068965517,3,0.104610349219514,9,0.769230769230769,5,3,2,5,2,0.368421052631579,39,1
0.241379310344828,3,0.408869208060583,4,0,3,8,1,5,2,0.368421052631579,26,1
0.379310344827586,3,0.589131443578883,12,0.846153846153846,3,10,1,5,2,0.631578947368421,39,2
0.844827586206897,3,0.647070584402121,11,0.461538461538462,3,4,1,5,2,0.368421052631579,39,2
0.172413793103448,3,0.229043867184029,9,0.769230769230769,5,10,2,5,1,0.894736842105263,39,2
0.379310344827586,3,0.456357434120237,11,0.461538461538462,1,4,5,3,1,0.368421052631579,39,2
0.724137931034483,3,0.230909925653861,5,0.0769230769230769,3,3,1,5,2,0.894736842105263,39,2
0.155172413793103,3,0.41499313803896,11,0.461538461538462,5,8,4,5,1,0.368421052631579,39,1
0.241379310344828,3,0.227691221626532,8,0.615384615384615,1,3,5,5,2,0.368421052631579,39,1
0.327586206896552,2,0.394372698281054,11,0.461538461538462,1,1,5,5,1,0.368421052631579,39,1
0.344827586206897,3,0.270509364848987,9,0.769230769230769,3,10,1,3,2,0.894736842105263,39,2
0.275862068965517,3,0.189172911544879,9,0.769230769230769,5,12,2,5,2,0.631578947368421,39,1
0.258620689655172,1,0.335209265128403,7,0.692307692307692,5,11,2,3,2,0.368421052631579,39,1
0.310344827586207,3,0.58175360129538,9,0.769230769230769,5,1,4,3,1,0.368421052631579,39,1
0.344827586206897,3,0.336011472803926,2,0.307692307692308,3,3,1,5,2,0.368421052631579,39,1
0.206896551724138,2,0.953528726439778,14,0.538461538461538,3,4,4,5,1,0.368421052631579,39,1
0.655172413793103,3,0.453259678327064,11,0.461538461538462,3,3,1,5,2,0.894736842105263,39,2
0.155172413793103,3,0.437151348202561,1,0.230769230769231,1,8,5,5,1,0.368421052631579,11,1
0.413793103448276,3,0.467620429884581,5,0.0769230769230769,6,3,2,5,2,0.368421052631579,26,1
0.120689655172414,3,0.655109939476516,11,0.461538461538462,3,3,1,5,2,0.368421052631579,39,1
0.517241379310345,5,0.446326135679235,9,0.769230769230769,3,12,1,5,2,0.578947368421053,39,1
0.293103448275862,5,0.456749898798416,11,0.461538461538462,5,3,4,5,2,0.631578947368421,39,1
0.396551724137931,3,0.42831719044657,11,0.461538461538462,3,4,1,5,2,0.368421052631579,39,2
0.189655172413793,3,0.713678504783626,9,0.769230769230769,3,10,6,2,1,0.368421052631579,39,1
0.120689655172414,3,0.348197624477948,11,0.461538461538462,5,4,4,2,1,0.368421052631579,35,1
0.448275862068966,5,0.277813157193211,11,0.461538461538462,3,4,1,3,2,0.368421052631579,39,2
0.155172413793103,3,0.317074434998963,9,0.769230769230769,1,13,2,5,1,0.368421052631579,39,1
0.706896551724138,5,0.242654246023518,10,1,2,4,6,5,1,0.105263157894737,39,2
0.603448275862069,3,0.522224855108952,11,0.461538461538462,7,1,5,3,1,0.105263157894737,39,1
0.517241379310345,3,0.461674219760473,2,0.307692307692308,3,8,1,5,2,0.105263157894737,4,1
0.551724137931034,3,0.510571862997739,11,0.461538461538462,1,1,5,3,1,0.210526315789474,39,1
0.396551724137931,3,0.48558000849106,2,0.307692307692308,7,1,5,5,1,0.368421052631579,39,1
0.775862068965517,5,0.878639554515565,11,0.461538461538462,3,1,6,5,1,0.368421052631579,39,1
0.568965517241379,3,0.30711965482855,9,0.769230769230769,1,10,3,5,1,0.894736842105263,39,2
0.241379310344828,3,0.519497349012174,11,0.461538461538462,5,14,4,3,2,0.368421052631579,39,1
0.53448275862069,2,0.43188886585113,12,0.846153846153846,5,10,2,5,1,0.894736842105263,39,1
0.120689655172414,3,0.41962372757521,11,0.461538461538462,5,3,5,5,1,0.368421052631579,39,1
0.482758620689655,3,0.844198927756879,9,0.769230769230769,3,4,1,2,2,0.631578947368421,24,2
0.327586206896552,3,0.253223640689948,12,0.846153846153846,3,4,1,2,2,0.631578947368421,19,1
0.482758620689655,3,0.112353504536793,9,0.769230769230769,3,4,1,5,2,0.368421052631579,39,1
0.413793103448276,3,0.308785778462328,9,0.769230769230769,5,12,2,5,1,0.368421052631579,39,1
0.362068965517241,3,0.869193250594868,9,0.769230769230769,1,1,5,5,1,0.368421052631579,39,1
0.155172413793103,3,0.667866275682987,11,0.461538461538462,5,7,2,5,2,0.368421052631579,39,1
0.189655172413793,3,0.471680834888382,14,0.538461538461538,5,4,4,5,1,0.368421052631579,39,1
0.327586206896552,3,0.398292408400225,2,0.307692307692308,1,14,5,5,1,0.368421052631579,39,1
0.275862068965517,3,0.259599340461874,11,0.461538461538462,3,1,6,5,1,0.368421052631579,39,2
0.431034482758621,1,0.102899795622168,1,0.230769230769231,3,1,1,5,2,0.368421052631579,26,1
0.568965517241379,3,0.657867065549006,1,0.230769230769231,3,14,1,5,2,0.368421052631579,39,2
0.344827586206897,6,0.131596615424109,14,0.538461538461538,3,10,3,2,2,0.368421052631579,1,1
0.637931034482759,4,0.359018788937926,13,0.923076923076923,3,10,1,5,2,0.368421052631579,39,2
0.603448275862069,4,0.382023636740618,9,0.769230769230769,5,4,2,5,2,0.368421052631579,39,1
0.275862068965517,3,0.337025956972049,11,0.461538461538462,1,3,2,5,1,0.368421052631579,39,1
0.137931034482759,3,0.26961582891502,14,0.538461538461538,5,13,3,5,2,0.368421052631579,39,1
0.120689655172414,3,0.71193092621664,9,0.769230769230769,5,12,2,5,2,0.631578947368421,39,1
0.155172413793103,3,0.486787022501308,8,0.615384615384615,6,1,5,3,1,0.368421052631579,39,1
0.379310344827586,3,0.403253754331921,11,0.461538461538462,6,1,2,5,2,0.368421052631579,39,2
0.724137931034483,3,0.247003445790508,11,0.461538461538462,1,8,2,5,1,0.368421052631579,39,1
